101
241926	249679	173685	35782	36290	71256	62168	80808	136078	142589	0	245954	132632	161941	143193	160361	67827	234563	69198	62195	173527	130133	83662	84796	141428	157683	83384	157627	173428	64062	346	126134	67270	235062	171937	177286	29156	280818	146170	16359	173277	75956	22358	239234	65324	36502	91669	141035	248625	68896	21080	148588	141159	122084	97334	4415	134073	227527	232664	27917	76943	109123	29338	236831	128229	230017	245732	91365	217769	180374	4724	233654	95975	133864	85400	123910	440	509	124049	167350	221325	169819	133120	247138	1860	176459	27262	81304	133022	200237	68487	64107	222256	24567	233615	120152	179940	243276	15358	200485	388142
83913	17187	276893	266931	267439	269461	260373	279013	224906	247277	248103	0	221460	213703	232021	212123	266031	49155	267403	260400	276735	218960	202276	203410	230256	209445	281018	209389	276635	262267	247545	219361	265475	18474	121282	272661	260305	124118	250859	247508	276485	274161	253507	81220	263529	267650	289303	245724	16132	213430	238187	253276	245847	175612	189954	245074	222901	69514	74651	259066	195557	163534	260487	78818	217057	72004	169	288998	45174	129719	245384	48247	188595	222692	283034	217138	247391	247280	217277	272731	63070	273027	221947	14645	245073	125804	244369	278937	221850	149581	266692	261740	64001	255716	35735	213379	129285	10784	246507	149830	340337
215919	223672	101731	151811	152319	154341	145253	163893	3445	69941	132983	219947	0	172433	10560	170853	150911	208555	152283	145280	101573	1812	83649	84783	8794	168175	165898	168119	101473	147147	132425	18472	150355	209055	145930	105331	145185	254810	73523	132388	101323	159041	138387	213226	148409	152530	174183	68388	222617	100289	123067	75940	68511	96076	40767	129954	9603	201520	206657	143946	76930	83116	145367	123026	3194	204010	219725	173878	191762	154367	130264	207647	39408	9394	167914	20828	132271	132160	20680	95395	195318	97865	486	221130	129953	150452	129249	163817	389	174229	151572	146620	196249	140596	207608	24941	153933	217269	131387	174478	346044
208864	216617	231733	181933	182441	139689	130601	149241	177572	199943	163105	212892	174126	0	184687	1111	136259	201500	137631	130628	231575	171626	154942	156076	182922	4580	159817	4524	231475	132495	162547	172027	135703	202000	138875	235333	175307	247755	203525	162510	231325	144389	168509	206171	133757	182652	168102	198390	215562	166096	153189	205942	198513	128278	142620	160076	175567	194465	199602	174068	148223	116200	175489	203769	169723	196955	212670	167797	184707	147312	160386	200592	141261	175358	161833	169804	162393	162282	169943	225397	188263	227867	174613	214075	160075	143397	159371	157736	174516	167174	136920	140539	189194	170718	200553	166045	146878	210214	161509	167423	470941
227093	234846	112905	162985	163493	165515	156427	175067	6574	81115	144157	231121	11172	183607	0	182027	162085	219729	163457	156454	112747	12986	94823	95957	3711	179349	177072	179293	112647	158321	143599	29646	161529	220229	157104	116505	156359	265984	84697	143562	112497	170215	149561	224400	159583	163704	185357	79562	233791	111463	134241	87114	79685	107250	51941	141128	20777	212694	217831	155120	88104	94290	156541	134200	14368	215184	230899	185052	202936	165541	141438	218821	50582	20568	179088	32002	143445	143334	31854	106569	206492	109039	10429	232304	141127	161626	140423	174991	10578	185403	162746	157794	207423	151770	218782	36115	165107	228443	142561	185652	357218
207753	215506	230622	180821	181330	138578	129489	148130	176461	198832	161993	211781	173015	1580	183576	0	135148	200389	136520	129517	230463	170515	153831	154964	181810	3468	158705	3412	230364	131384	161435	170916	134591	200889	137764	234222	174195	246644	202413	161399	230214	143278	167398	205060	132645	181541	166991	197278	214451	164985	152078	204831	197402	127167	141509	158965	174456	193354	198491	172957	147112	115089	174378	202657	168611	195844	211559	166686	183596	146201	159275	199480	140150	174246	160722	168693	161282	161171	168832	224286	187152	226755	173502	212964	158963	142286	158260	156625	173405	166063	135809	139428	188083	169606	199442	164934	145766	209103	160398	166312	469830
260665	268418	192424	87441	87949	3430	14957	12982	154817	161328	68613	264693	151371	135153	161932	133573	0	253302	1372	14984	192266	148871	102401	103535	160167	130895	70343	130839	192167	3018	68055	144873	569	253801	190676	196025	80815	299556	164909	68018	192016	8130	74017	257973	2452	88161	78628	159774	267364	87635	58697	167327	159898	140823	116073	65585	152812	246266	251403	79576	95682	127862	80997	255570	146968	248756	264471	78324	236508	199113	65894	252393	114714	152603	72359	142649	67902	67791	142788	186089	240064	188558	151859	265877	65583	195198	64879	68263	151761	218976	6508	51066	240995	76226	252354	138891	198679	262015	67017	219224	406882
70753	51116	263733	253771	254279	256301	247213	265853	211746	234118	234943	47391	208300	200543	218861	198963	252871	0	254243	247240	263575	205800	189116	190250	217096	196285	267858	196229	263476	249107	234385	206201	252315	36499	108122	259502	247145	110958	237699	234348	263325	261001	240347	68060	250369	254490	276143	232564	50062	200270	225027	240117	232688	162452	176794	231915	209741	56354	61491	245906	182397	150374	247327	65658	203897	58844	47169	275838	32014	116559	232224	2801	175435	209532	269874	203978	234232	234121	204117	259572	49910	259867	208788	48575	231913	112644	231209	265778	208690	136421	253532	248580	50841	242556	35052	200219	116125	44713	233347	136670	327177
262068	269821	193827	88844	89352	2058	16360	11610	156220	162730	70016	266096	152774	136556	163335	134976	1403	254704	0	16387	193669	150274	103804	104938	161570	132297	71745	132242	193569	4420	69458	146275	1972	255204	192079	197427	82218	300959	166312	69421	193419	6758	75420	259375	3855	89563	80031	161176	268766	89038	60100	168729	161300	142225	117476	66987	154215	247669	252806	80979	97085	129265	82400	256973	148371	250159	265874	79726	237911	200516	67297	253796	116117	154006	73762	144052	69304	69193	144191	187491	241467	189961	153261	267279	66986	196601	66282	69665	153164	220378	5917	52468	242398	77629	253757	140293	200082	263418	68420	220627	408285
255426	263179	187185	82202	82710	18806	17	28358	149578	156088	63374	259454	146132	129914	156693	128334	15376	248062	16748	0	187027	143632	97162	98296	154928	125656	65104	125600	186927	11612	62816	139633	14820	248562	185437	190785	75576	294317	159670	62779	186777	23506	68778	252733	12874	82921	73389	154535	262124	82396	53458	162087	154658	135583	110834	60345	147573	241027	246164	74337	90443	122623	75758	250331	141729	243517	259232	73084	231269	193874	60655	247154	109475	147364	67120	137410	62662	62551	137549	180849	234825	183319	146619	260637	60344	189959	59640	63023	146522	213736	16037	45826	235756	70987	247115	133651	193440	256776	61778	213985	401643
253131	280892	158	194965	195473	197495	188407	207047	107837	64666	176137	277167	104391	232813	114952	231233	194066	265776	195437	188434	0	101891	144614	145748	113187	228555	209052	228499	108	190301	175579	97893	193509	266275	206310	29656	188339	195792	58632	175542	403	202195	181541	250439	191563	195685	217337	63112	279838	143443	166221	61050	63236	156457	101147	173109	105832	245985	254662	187100	137895	143496	188521	47361	99988	248475	276945	217033	248982	214747	173418	264867	99788	105623	211068	95669	175426	175315	95808	42958	246021	3001	104879	278351	173107	210832	172403	206972	104781	234610	194726	189775	246952	183750	264828	91911	214313	274489	174541	234858	269665
214107	221860	99919	149998	150507	152528	143440	162081	5946	68129	131170	218135	2500	170621	13061	169040	149099	206743	150470	143468	99760	0	81836	82970	11295	166362	164085	166306	99661	145335	130612	16659	148542	207243	144118	103519	143372	252998	71710	130576	99511	157228	136575	211414	146596	150718	172371	66575	220805	98477	121254	74128	66699	94264	38955	128142	7791	199708	204844	142133	75118	81304	143555	121213	1382	202198	217912	172066	189950	152554	128451	205834	37596	7581	166102	19015	130459	130348	18868	93583	193506	96052	2987	219318	128140	148640	127437	162005	2890	172417	149760	144808	194437	138783	205796	23128	152120	215456	129574	172666	344232
198141	205894	143817	104405	104913	106935	97846	116487	88501	112720	85577	202169	85055	154655	95616	153074	103505	190777	104877	97874	143658	82555	0	1134	93850	150396	118491	150341	143559	99741	85018	82956	102949	191277	128152	147417	97779	237032	116301	84982	143409	111635	90981	195448	101002	105124	126777	111166	204839	49744	75661	118719	111290	78298	53549	82548	86496	183742	188879	96540	18856	65338	97961	193046	80652	186232	201947	126472	173984	136589	82858	189869	52190	86286	120508	80733	84865	84754	80872	137481	177540	139951	85542	203352	82547	132674	81843	116411	85445	156451	104166	99214	178471	93190	189830	76974	136155	199491	83981	156700	358275
198851	206604	144527	105115	105623	107645	98556	117197	89211	113430	86287	202879	85765	155365	96326	153784	104215	191487	105587	98584	144368	83265	710	0	94560	151106	119201	151050	144269	100451	85728	83666	103658	191987	128862	148127	98489	237742	117011	85692	144119	112345	91691	196158	101712	105834	127487	111876	205549	50454	76371	119429	112000	79008	54259	83258	87206	184452	189589	97250	19566	66048	98671	193755	81361	186942	202657	127182	174694	137299	83568	190579	52900	86996	121218	81443	85575	85464	81582	138191	178250	140661	86252	204062	83257	133384	82553	117121	86155	157161	104876	99924	179181	93900	190540	77684	136865	200201	84691	157410	358985
226229	233982	112041	162121	162629	164651	155563	174203	5710	80252	143293	230257	10308	182743	4612	181163	161222	218866	162593	155590	111883	12123	93959	95093	0	178485	176208	178429	111784	157458	142735	28782	160665	219366	156241	115642	155495	265121	83833	142698	111633	169351	148697	223537	158719	162841	184493	78698	232928	110599	133377	86251	78822	106387	51077	140265	19914	211831	216967	154256	87240	93426	155677	133336	13505	214321	230035	184189	202073	164677	140574	217957	49719	19704	178224	31138	142582	142471	30991	105706	205629	108175	9566	231441	140263	160763	139559	174128	9714	184540	161882	156931	206559	150906	217918	35251	164243	227579	141697	184788	356355
205596	213349	228465	178665	179173	136421	127333	145973	174304	196676	159837	209624	170858	5570	181419	3990	132991	198232	134363	127360	228307	168358	151674	152808	179654	0	156549	34	228208	129227	159279	168759	132435	198732	135607	232066	172039	244487	200257	159242	228057	141121	165241	202903	130489	179384	164834	195122	212295	162828	149921	202675	195246	125010	139352	156809	172299	191197	196334	170800	144955	112932	172221	200501	166455	193687	209402	164529	181439	144044	157118	197324	137993	172090	158565	166536	159126	159015	166675	222130	184995	224599	171346	210808	156807	140129	156103	154469	171248	163907	133652	137271	185926	167450	197285	162777	143610	206946	158241	164155	467674
272866	280619	204625	100289	100797	70664	61576	80216	167018	173528	81461	276894	163572	155598	174133	154018	67234	265502	68606	61603	204467	161072	114602	115736	172368	151340	0	151284	204367	63470	80903	157073	66678	266002	202877	208225	93663	311757	177110	80866	204217	75364	86865	270173	64732	101008	23774	171975	279564	99836	71545	179527	172098	153023	128274	78432	165013	258467	263604	92424	107883	140063	93845	267771	159169	260957	276672	23469	248709	211314	78742	264594	126915	164804	17505	154850	80749	80638	154989	198289	252265	200759	164059	278077	78431	207399	77727	1194	163962	231176	67895	44054	253196	89074	264555	151091	210880	274216	79865	231425	419083
205563	213316	228432	178632	179140	136388	127300	145940	174271	196642	159804	209591	170825	5537	181386	3957	132958	198199	134330	127327	228274	168325	151641	152775	179621	56	156516	0	228174	129194	159246	168726	132402	198699	135574	232032	172006	244454	200224	159209	228024	141088	165208	202870	130456	179351	164801	195089	212261	162795	149888	202641	195212	124977	139319	156775	172266	191164	196301	170767	144922	112899	172188	200468	166422	193654	209369	164496	181406	144011	157085	197291	137960	172057	158532	166503	159092	158981	166642	222096	184962	224566	171312	210774	156774	140096	156070	154435	171215	163873	133619	137238	185893	167417	197252	162744	143577	206913	158208	164122	467641
253024	280785	258	194858	195366	197388	188300	206940	107730	64558	176030	277060	104284	232706	114845	231126	193958	265668	195330	188327	99	101784	144507	145641	113080	228448	208945	228392	0	190194	175472	97785	193402	266168	206203	29548	188232	195684	58525	175435	296	202088	181434	250331	191456	195577	217230	63005	279730	143336	166114	60942	63128	156349	101040	173001	105725	245878	254555	186993	137788	143389	188414	47254	99881	248368	276838	216925	248875	214640	173311	264760	99681	105516	210961	95562	175318	175207	95701	42850	245914	2894	104771	278243	173000	210725	172296	206864	104674	234502	194619	189667	246845	183643	264721	91803	214206	274382	174434	234751	269558
257398	265151	189157	84174	84682	6657	11690	16209	151550	158060	65346	261426	148104	131886	158665	130306	3227	250034	4599	11717	188999	145604	99134	100268	156900	127628	67076	127572	188899	0	64788	141605	2671	250534	187409	192757	77548	296289	161642	64751	188749	11357	70750	254705	725	84893	75361	156507	264096	84368	55430	164059	156630	137555	112806	62317	149545	242999	248136	76309	92415	124595	77730	252303	143701	245489	261204	75056	233241	195846	62627	249126	111447	149336	69092	139382	64634	64523	139521	182821	236797	185291	148591	262609	62316	191931	61612	64995	148494	215708	4077	47798	237728	72959	249087	135623	195412	258748	63750	215957	403615
241581	249334	173340	35437	35945	70911	61823	80463	135733	142243	558	245609	132287	161596	142848	160016	67481	234217	68853	61850	173182	129787	83317	84451	141083	157338	83039	157282	173082	63717	0	125788	66925	234717	171592	176940	28811	280472	145825	16014	172932	75611	22013	238888	64979	36156	91324	140690	248279	68551	20735	148242	140813	121738	96989	4069	133728	227182	232319	27572	76598	108778	28993	236486	127884	229672	245387	91019	217424	180029	4379	233309	95630	133519	85055	123565	95	164	123704	167004	220980	169474	132774	246792	1514	176114	26917	80958	132677	199891	68142	63761	221911	24222	233270	119806	179595	242931	15013	200140	387798
218523	226276	98732	149907	150415	152437	143349	161989	21181	66942	131079	222551	17735	175037	28296	173457	149007	211159	150379	143376	98574	15235	86253	87387	26531	170779	163994	170723	98474	145243	130521	0	148451	211659	148534	102332	143281	257414	70524	130484	98324	157137	136483	215830	146505	150626	172279	65389	225221	98385	121163	72941	65512	98680	43371	128050	8777	204124	209261	142042	79534	85720	143463	120027	13332	206614	222329	171974	194366	156971	128360	210251	42012	9013	166010	2356	130367	130256	2209	92396	197922	94866	18222	223734	128049	153056	127345	161913	18125	176833	149668	144716	198853	138692	210212	6469	156537	219873	129483	177082	344141
260096	267849	191855	86872	87380	3986	14388	13538	154248	160758	68044	264124	150802	134584	161363	133004	557	252732	1928	14415	191697	148302	101832	102966	159598	130326	69774	130270	191597	2448	67486	144303	0	253232	190107	195455	80246	298987	164340	67449	191447	8686	73448	257403	1883	87591	78059	159205	266794	87066	58128	166757	159328	140253	115504	65015	152243	245697	250834	79007	95113	127293	80428	255001	146399	248187	263902	77754	235939	198544	65325	251824	114145	152034	71790	142080	67332	67221	142219	185519	239495	187989	151289	265307	65014	194629	64310	67693	151192	218406	5939	50496	240426	75657	251785	138321	198110	261446	66448	218655	406313
70908	20086	263888	253926	254434	256456	247368	266008	211901	234272	235098	16361	208455	200698	219016	199118	253026	36150	254398	247395	263730	205955	189271	190405	217251	196440	268013	196384	263630	249262	234540	206356	252470	0	108277	259656	247300	111113	237854	234503	263480	261156	240502	68215	250524	254645	276298	232719	19031	200425	225182	240271	232842	162607	176949	232069	209896	56509	61646	246061	182552	150529	247482	65813	204052	58999	16139	275993	32169	116714	232379	35242	175590	209687	270029	204133	234386	234275	204272	259726	50065	260022	208942	17544	232068	112799	231364	265932	208845	136576	253687	248735	50996	242711	22730	200374	116280	13683	233502	136825	327332
116479	124232	204276	192140	192648	194670	185582	204222	150115	172486	173312	120507	146669	138912	157230	137332	191240	109115	192612	185609	204118	144169	127485	128619	155465	134654	206227	134598	204018	187476	172754	144570	190684	109615	0	207876	185514	155370	176068	172717	203868	199370	178716	113786	188738	192859	214512	170933	123177	138639	163396	178485	171056	100821	115163	170283	148110	102080	107217	184275	120766	88743	185696	111384	142266	104570	120285	214207	92322	34319	170593	108207	113804	147901	208243	142347	172600	172489	142486	197940	95878	200410	147156	121690	170282	30404	169578	204146	147059	54181	191901	186949	96809	180925	108168	138588	33885	117829	171716	54430	371589
248850	276611	29585	198818	199326	201348	192260	210900	111360	68188	179990	272886	107914	236336	118475	234756	197918	261494	199290	192287	29427	105414	148467	149601	116710	232078	212905	232022	29327	194154	179432	101415	197362	261994	209833	0	192192	191510	62155	179395	29177	206048	185394	246157	195416	199537	221190	66635	275556	147296	170074	64572	66758	159979	104670	176961	109355	241704	250381	190953	141748	147019	192374	43080	103511	244194	272664	220885	244701	218270	177271	260586	103311	109146	214921	99192	179278	179167	99331	46480	241740	25719	108401	274069	176960	214355	176256	210824	108304	238132	198579	193627	242671	187603	260547	95433	217836	270208	178394	238381	265384
252181	259934	183940	22953	23461	81511	72423	91063	146333	152843	27209	256209	142887	172196	153448	170616	78081	244817	79453	72450	183782	140387	93917	95051	151683	167938	93639	167882	183682	74317	26651	136388	77525	245317	182192	187540	0	291072	156425	13317	183532	86211	11383	249488	75579	23672	101924	151290	258879	79151	31335	158842	151413	132338	107589	24180	144328	237782	242919	15088	87198	119378	596	247086	138484	240272	255987	101619	228024	190629	24490	243909	106230	144119	95655	134165	26497	26386	134304	177604	231580	180074	143374	257392	24179	186714	37517	91558	143277	210491	78742	74361	232511	11738	243870	130406	190195	253531	12316	210740	398398
98628	126389	193948	300349	300857	302879	293791	312431	258324	232541	281521	122664	254878	247121	265439	245541	299449	111272	300821	293818	193790	252378	235694	236828	263674	242863	314436	242807	193690	295685	280963	252779	298893	111772	154700	189716	293723	0	226508	280926	193540	307579	286925	95935	296947	301068	322721	230988	125334	246848	271605	228925	231111	209030	223372	278492	256319	91482	100159	292484	228975	196952	293905	93533	250475	93972	122442	322416	94479	163137	278802	110364	222013	256110	316452	250556	280809	280698	250695	210833	91518	190082	255365	123847	278491	159222	277787	312355	255268	182999	300110	295158	92449	289134	110325	246797	162703	119986	279925	183248	257392
245501	253254	56055	165423	165931	167953	158865	177505	77039	33782	146595	249529	73593	202015	84154	200435	164523	238137	165895	158892	55897	71093	115072	116206	82389	197757	179510	197701	55797	160759	146037	67094	163967	238637	175512	59655	158797	225780	0	146000	55647	172653	151999	242808	162021	166142	187795	32229	252199	113901	136679	2418	32352	125658	70349	143566	75034	231102	236239	157558	108353	112698	158979	77350	69190	233592	249307	187490	221344	183949	143876	237229	68990	74825	181526	64871	145883	145772	65010	49719	224900	52189	74080	250712	143565	180034	142861	177429	73983	203811	165184	160232	225831	154208	237190	61112	183515	246851	144999	204060	299654
244099	251852	175858	24658	25166	73429	64341	82981	138251	144761	19127	248127	134805	164114	145366	162534	69999	236735	71371	64368	175700	132305	85835	86969	143601	159856	85557	159800	175600	66235	18569	128306	69443	237235	174110	179458	18032	282990	148343	0	175450	78129	11234	241406	67497	25377	93842	143208	250797	71069	23253	150760	143331	124256	99507	16098	136246	229700	234837	16793	79116	111296	18214	239004	130402	232190	247905	93537	219942	182547	16408	235827	98148	136037	87573	126083	18415	18304	126222	169522	223498	171992	135292	249310	16097	178632	29435	83476	135195	202409	70660	66279	224429	13443	235788	122324	182113	245449	877	202658	390316
252870	280631	550	194704	195212	197234	188146	206786	107576	64404	175876	276906	104130	232552	114691	230972	193804	265514	195176	188173	392	101630	144353	145487	112926	228294	208791	228238	292	190040	175318	97631	193248	266014	206049	29394	188078	195530	58371	175281	0	201934	181280	250177	191302	195423	217076	62851	279576	143182	165960	60788	62974	156195	100886	172847	105571	245724	254401	186839	137634	143235	188260	47100	99727	248214	276684	216771	248721	214486	173157	264606	99527	105362	210807	95408	175164	175053	95547	42696	245760	2740	104617	278089	172846	210571	172142	206710	104520	234348	194465	189513	246691	183489	264567	91649	214052	274228	174280	234597	269404
267049	274802	198808	93824	94333	3292	21340	4852	161201	167711	74996	271077	157755	141536	168316	139955	6383	259685	4981	21368	198649	155255	108784	109918	166550	137277	76726	137221	198550	9401	74438	151256	6953	260185	197060	202408	87198	305940	171292	74402	198400	0	80401	264356	8836	94544	85012	166157	273747	94019	65080	173710	166281	147206	122457	71968	159196	252650	257787	85959	102066	134246	87381	261953	153351	255140	270855	84707	242892	205497	72277	258776	121098	158986	78743	149033	74285	74174	149172	192472	246448	194941	158242	272260	71966	201582	71263	74646	158145	225359	10547	57449	247379	82609	258738	145274	205062	268398	73401	225608	413265
248955	256708	180714	21499	22007	78285	69197	87837	143107	149617	23983	252983	139661	168969	150222	167389	74855	241591	76227	69224	180556	137161	90691	91825	148457	164711	90413	164655	180456	71091	23425	133162	74299	242091	178966	184314	14966	287846	153199	10091	180306	82985	0	246262	72353	22218	98698	148064	255653	75925	28109	155616	148187	129112	104363	20954	141102	234556	239693	13634	83972	116152	15148	243860	135258	237046	252761	98393	224798	187403	21264	240683	103004	140893	92429	130939	23271	23160	131078	174378	228354	176848	140148	254166	20953	183488	34291	88332	140051	207265	75516	71135	229285	10284	240644	127180	186969	250305	9090	207514	395172
7829	84000	248962	259314	259822	261844	252756	271396	217289	239661	240486	80275	213843	206086	224404	204506	258414	68883	259786	252783	248804	211343	194659	195793	222639	201828	273401	201772	248705	254650	239928	211745	257858	69383	113665	244731	252688	96187	243242	239891	248554	266544	245890	0	255912	260034	281686	238107	82946	205813	230570	245660	238231	167995	182337	237458	215284	25896	14981	251449	187940	155917	252870	15412	209440	16956	80053	281382	52090	122102	237767	67975	180978	215075	275417	209521	239775	239664	209660	265848	44500	245096	214331	81459	237456	118187	236752	271321	214233	141965	259075	254123	45431	248099	67936	205762	121668	77597	238890	142213	312406
258213	265966	189972	84989	85497	5932	12504	15484	152365	158875	66161	262241	148919	132700	159480	131119	2503	250849	3874	12532	189813	146419	99949	101082	157714	128441	67890	128385	189714	565	65602	142420	1946	251349	188224	193572	78363	297104	162456	65566	189564	10632	71565	255520	0	85708	76176	157321	264911	85183	56245	164874	157445	138370	113621	63132	150360	243814	248951	77124	93230	125410	78545	253117	144515	246304	262019	75871	234056	196661	63442	249941	112262	150150	69907	140197	65449	65338	140336	183636	237612	186105	149406	263424	63131	192746	62427	65810	149309	216523	4056	48613	238543	73774	249902	136438	196227	259563	64565	216772	404430
258539	266292	190298	6543	7051	87869	78781	97421	152691	159202	33567	262567	149245	178553	159806	176973	84440	251176	85811	78808	190140	146746	100275	101409	158041	174295	99997	174239	190041	80675	33009	142747	83883	251675	188550	193899	22981	297431	162783	19675	189890	92569	17655	255847	81937	0	108282	157648	265238	85509	37693	165201	157772	138697	113947	30539	150686	244140	249277	15775	93556	125736	23163	253444	144842	246630	262345	107978	234382	196987	30848	250267	112588	150477	102013	140523	32856	32745	140663	183963	237939	186432	149733	263751	30537	193072	43875	97916	149635	216849	85100	80719	238869	12425	250228	136764	196553	259889	18674	217098	404756
